RNAseq	miRNAseq	validated_c	predicted_c	normalized_counts_RNA_vs_miRNA_normalized_counts_correlation	Eigengene_RNA_vs_miRNA_Eigengene_correlation	Eigengene_RNA_vs_miRNA_hub_1_correlation	Eigengene_RNA_vs_miRNA_normalized_counts_correlation	hub_1_RNA_vs_miRNA_normalized_counts_correlation	hub_1_RNA_vs_miRNA_Eigengene_correlation	hub_1_RNA_vs_miRNA_hub_1_correlation	Target_SYMBOL	miRNA_name
ENSMUSG00000041229	MIMAT0000165	1	2	-0.58	-0.55	-0.57	-0.57	-0.41	-0.44	-0.47	Phf8	mmu-miR-155-5p
ENSMUSG00000041268	MIMAT0000154	0	0	-0.61	0.1	-0.1	-0.58	-0.56	0.13	-0.06	Dmxl2	mmu-miR-142a-5p
ENSMUSG00000041268	MIMAT0000158	0	3	-0.77	-0.67	-0.74	-0.72	-0.72	-0.6	-0.67	Dmxl2	mmu-miR-146a-5p
ENSMUSG00000041268	MIMAT0000165	1	0	-0.87	-0.67	-0.74	-0.85	-0.85	-0.6	-0.67	Dmxl2	mmu-miR-155-5p
ENSMUSG00000041309	MIMAT0000154	0	0	0.35	-0.19	0.06	0.46	0.34	-0.33	-0.1	Nkx6-2	mmu-miR-142a-5p
ENSMUSG00000041309	MIMAT0000158	0	0	0.59	0.66	0.75	0.6	0.53	0.57	0.71	Nkx6-2	mmu-miR-146a-5p
ENSMUSG00000041309	MIMAT0000165	0	0	0.76	0.66	0.75	0.76	0.69	0.57	0.71	Nkx6-2	mmu-miR-155-5p
ENSMUSG00000041354	MIMAT0000154	0	0	0.73	-0.04	0.06	0.57	0.56	-0.08	0.05	Rgl2	mmu-miR-142a-5p
ENSMUSG00000041354	MIMAT0000158	0	0	0.73	0.66	0.66	0.81	0.79	0.66	0.71	Rgl2	mmu-miR-146a-5p
ENSMUSG00000041354	MIMAT0000165	1	2	0.77	0.66	0.66	0.95	0.91	0.66	0.71	Rgl2	mmu-miR-155-5p
ENSMUSG00000041355	MIMAT0000154	0	0	0.51	0.04	0.26	0.6	0.55	-0.02	0.17	Ssr2	mmu-miR-142a-5p
ENSMUSG00000041355	MIMAT0000158	0	0	0.63	0.7	0.69	0.7	0.66	0.75	0.71	Ssr2	mmu-miR-146a-5p
ENSMUSG00000041355	MIMAT0000165	0	0	0.64	0.7	0.69	0.68	0.69	0.75	0.71	Ssr2	mmu-miR-155-5p
ENSMUSG00000041415	MIMAT0000154	0	0	-0.5	0.11	0.01	-0.5	-0.55	0.13	0	Dicer1	mmu-miR-142a-5p
ENSMUSG00000041415	MIMAT0000158	0	0	-0.75	-0.56	-0.6	-0.77	-0.74	-0.61	-0.72	Dicer1	mmu-miR-146a-5p
ENSMUSG00000041415	MIMAT0000165	1	1	-0.81	-0.56	-0.6	-0.91	-0.92	-0.61	-0.72	Dicer1	mmu-miR-155-5p
ENSMUSG00000041420	MIMAT0000154	0	0	0.65	0.04	0.26	0.6	0.55	-0.02	0.17	Meis3	mmu-miR-142a-5p
ENSMUSG00000041420	MIMAT0000158	0	0	0.54	0.7	0.69	0.7	0.66	0.75	0.71	Meis3	mmu-miR-146a-5p
ENSMUSG00000041420	MIMAT0000165	0	0	0.65	0.7	0.69	0.68	0.69	0.75	0.71	Meis3	mmu-miR-155-5p
ENSMUSG00000041429	MIMAT0000154	0	0	-0.45	-0.09	-0.09	-0.62	-0.55	-0.03	-0.06	Nthl1	mmu-miR-142a-5p
ENSMUSG00000041429	MIMAT0000158	0	0	-0.59	-0.64	-0.63	-0.84	-0.81	-0.61	-0.63	Nthl1	mmu-miR-146a-5p
ENSMUSG00000041429	MIMAT0000165	1	0	-0.67	-0.64	-0.63	-0.94	-0.93	-0.61	-0.63	Nthl1	mmu-miR-155-5p
ENSMUSG00000041459	MIMAT0000154	0	0	-0.43	0.11	0.01	-0.5	-0.55	0.13	0	Tardbp	mmu-miR-142a-5p
ENSMUSG00000041459	MIMAT0000158	0	5	-0.72	-0.56	-0.6	-0.77	-0.74	-0.61	-0.72	Tardbp	mmu-miR-146a-5p
ENSMUSG00000041459	MIMAT0000165	1	4	-0.85	-0.56	-0.6	-0.91	-0.92	-0.61	-0.72	Tardbp	mmu-miR-155-5p
ENSMUSG00000041515	MIMAT0000154	1	2	0.74	0.3	0.34	0.82	0.81	0.29	0.35	Irf8	mmu-miR-142a-5p
ENSMUSG00000041515	MIMAT0000158	0	0	0.86	0.72	0.67	0.92	0.93	0.73	0.68	Irf8	mmu-miR-146a-5p
ENSMUSG00000041515	MIMAT0000165	1	0	0.94	0.72	0.67	0.97	0.98	0.73	0.68	Irf8	mmu-miR-155-5p
ENSMUSG00000041548	MIMAT0000154	0	0	0.75	0.3	0.34	0.82	0.81	0.29	0.35	Hspb8	mmu-miR-142a-5p
ENSMUSG00000041548	MIMAT0000158	0	0	0.85	0.72	0.67	0.92	0.93	0.73	0.68	Hspb8	mmu-miR-146a-5p
ENSMUSG00000041548	MIMAT0000165	0	0	0.92	0.72	0.67	0.97	0.98	0.73	0.68	Hspb8	mmu-miR-155-5p
ENSMUSG00000041560	MIMAT0000154	0	0	0.32	-0.04	0.06	0.57	0.56	-0.08	0.05	Nop53	mmu-miR-142a-5p
ENSMUSG00000041560	MIMAT0000158	0	0	0.45	0.66	0.66	0.81	0.79	0.66	0.71	Nop53	mmu-miR-146a-5p
ENSMUSG00000041560	MIMAT0000165	1	0	0.77	0.66	0.66	0.95	0.91	0.66	0.71	Nop53	mmu-miR-155-5p
ENSMUSG00000041592	MIMAT0000154	0	0	0.03	0.25	0.02	-0.01	0.05	0.22	-0.05	Sdk2	mmu-miR-142a-5p
ENSMUSG00000041592	MIMAT0000158	0	0	-0.23	-0.17	-0.2	-0.1	0.02	-0.15	-0.14	Sdk2	mmu-miR-146a-5p
ENSMUSG00000041592	MIMAT0000165	0	0	-0.25	-0.17	-0.2	-0.11	0	-0.15	-0.14	Sdk2	mmu-miR-155-5p
ENSMUSG00000041607	MIMAT0000154	0	0	0.56	-0.08	0.09	0.52	0.58	-0.01	0.16	Mbp	mmu-miR-142a-5p
ENSMUSG00000041607	MIMAT0000158	0	0	0.76	0.58	0.56	0.64	0.69	0.59	0.59	Mbp	mmu-miR-146a-5p
ENSMUSG00000041607	MIMAT0000165	1	1	0.91	0.58	0.56	0.88	0.89	0.59	0.59	Mbp	mmu-miR-155-5p
ENSMUSG00000041609	MIMAT0000154	0	0	0.51	-0.04	0.06	0.57	0.56	-0.08	0.05	Bicdl1	mmu-miR-142a-5p
ENSMUSG00000041609	MIMAT0000158	0	0	0.81	0.66	0.66	0.81	0.79	0.66	0.71	Bicdl1	mmu-miR-146a-5p
ENSMUSG00000041609	MIMAT0000165	1	0	0.92	0.66	0.66	0.95	0.91	0.66	0.71	Bicdl1	mmu-miR-155-5p
ENSMUSG00000041623	MIMAT0000154	0	0	0.32	0.34	0.47	0.6	0.59	0.35	0.42	D11Wsu47e	mmu-miR-142a-5p
ENSMUSG00000041623	MIMAT0000158	0	0	0.4	0.86	0.74	0.75	0.81	0.85	0.66	D11Wsu47e	mmu-miR-146a-5p
ENSMUSG00000041623	MIMAT0000165	1	0	0.31	0.86	0.74	0.65	0.71	0.85	0.66	D11Wsu47e	mmu-miR-155-5p
ENSMUSG00000041650	MIMAT0000154	0	0	-0.49	-0.19	-0.06	-0.36	-0.29	-0.11	-0.02	Pcca	mmu-miR-142a-5p
ENSMUSG00000041650	MIMAT0000158	0	0	-0.72	-0.21	-0.08	-0.59	-0.58	-0.27	-0.16	Pcca	mmu-miR-146a-5p
ENSMUSG00000041650	MIMAT0000165	1	1	-0.62	-0.21	-0.08	-0.64	-0.6	-0.27	-0.16	Pcca	mmu-miR-155-5p
ENSMUSG00000041658	MIMAT0000154	0	0	-0.42	0.11	0.01	-0.5	-0.55	0.13	0	Rragb	mmu-miR-142a-5p
ENSMUSG00000041658	MIMAT0000158	0	0	-0.72	-0.56	-0.6	-0.77	-0.74	-0.61	-0.72	Rragb	mmu-miR-146a-5p
ENSMUSG00000041658	MIMAT0000165	1	1	-0.83	-0.56	-0.6	-0.91	-0.92	-0.61	-0.72	Rragb	mmu-miR-155-5p
ENSMUSG00000041685	MIMAT0000154	1	6	-0.21	0.35	0.11	-0.26	-0.21	0.42	0.22	Fcho2	mmu-miR-142a-5p
ENSMUSG00000041685	MIMAT0000158	0	0	-0.15	-0.46	-0.69	-0.31	-0.36	-0.48	-0.66	Fcho2	mmu-miR-146a-5p
ENSMUSG00000041685	MIMAT0000165	1	2	-0.42	-0.46	-0.69	-0.53	-0.61	-0.48	-0.66	Fcho2	mmu-miR-155-5p
ENSMUSG00000041688	MIMAT0000154	0	2	-0.44	0.1	-0.1	-0.58	-0.56	0.13	-0.06	Amot	mmu-miR-142a-5p
ENSMUSG00000041688	MIMAT0000158	0	2	-0.63	-0.67	-0.74	-0.72	-0.72	-0.6	-0.67	Amot	mmu-miR-146a-5p
ENSMUSG00000041688	MIMAT0000165	1	4	-0.59	-0.67	-0.74	-0.85	-0.85	-0.6	-0.67	Amot	mmu-miR-155-5p
ENSMUSG00000041695	MIMAT0000154	0	3	-0.54	-0.18	-0.35	-0.57	-0.58	-0.15	-0.32	Kcnj2	mmu-miR-142a-5p
ENSMUSG00000041695	MIMAT0000158	0	0	-0.66	-0.88	-0.84	-0.74	-0.7	-0.83	-0.82	Kcnj2	mmu-miR-146a-5p
ENSMUSG00000041695	MIMAT0000165	1	5	-0.64	-0.88	-0.84	-0.75	-0.72	-0.83	-0.82	Kcnj2	mmu-miR-155-5p
ENSMUSG00000041697	MIMAT0000154	0	0	0.37	-0.04	0.06	0.57	0.56	-0.08	0.05	Cox6a1	mmu-miR-142a-5p
ENSMUSG00000041697	MIMAT0000158	0	0	0.65	0.66	0.66	0.81	0.79	0.66	0.71	Cox6a1	mmu-miR-146a-5p
ENSMUSG00000041697	MIMAT0000165	1	0	0.74	0.66	0.66	0.95	0.91	0.66	0.71	Cox6a1	mmu-miR-155-5p
ENSMUSG00000041707	MIMAT0000154	0	0	0.88	0.3	0.34	0.82	0.81	0.29	0.35	Tmem273	mmu-miR-142a-5p
ENSMUSG00000041707	MIMAT0000158	0	0	0.88	0.72	0.67	0.92	0.93	0.73	0.68	Tmem273	mmu-miR-146a-5p
ENSMUSG00000041707	MIMAT0000165	1	3	0.86	0.72	0.67	0.97	0.98	0.73	0.68	Tmem273	mmu-miR-155-5p
ENSMUSG00000041708	MIMAT0000154	0	2	0.22	-0.19	0.06	0.46	0.34	-0.33	-0.1	Mpped1	mmu-miR-142a-5p
ENSMUSG00000041708	MIMAT0000158	0	3	0.5	0.66	0.75	0.6	0.53	0.57	0.71	Mpped1	mmu-miR-146a-5p
ENSMUSG00000041708	MIMAT0000165	0	0	0.62	0.66	0.75	0.76	0.69	0.57	0.71	Mpped1	mmu-miR-155-5p
ENSMUSG00000041729	MIMAT0000154	0	0	0.37	-0.04	0.06	0.57	0.56	-0.08	0.05	Coro2b	mmu-miR-142a-5p
ENSMUSG00000041729	MIMAT0000158	0	3	0.57	0.66	0.66	0.81	0.79	0.66	0.71	Coro2b	mmu-miR-146a-5p
ENSMUSG00000041729	MIMAT0000165	1	1	0.69	0.66	0.66	0.95	0.91	0.66	0.71	Coro2b	mmu-miR-155-5p
ENSMUSG00000041736	MIMAT0000154	0	0	0.71	-0.04	0.06	0.57	0.56	-0.08	0.05	Tspo	mmu-miR-142a-5p
ENSMUSG00000041736	MIMAT0000158	0	0	0.69	0.66	0.66	0.81	0.79	0.66	0.71	Tspo	mmu-miR-146a-5p
ENSMUSG00000041736	MIMAT0000165	1	0	0.9	0.66	0.66	0.95	0.91	0.66	0.71	Tspo	mmu-miR-155-5p
ENSMUSG00000041740	MIMAT0000154	0	0	0.62	-0.04	0.06	0.57	0.56	-0.08	0.05	Rnf10	mmu-miR-142a-5p
ENSMUSG00000041740	MIMAT0000158	0	0	0.83	0.66	0.66	0.81	0.79	0.66	0.71	Rnf10	mmu-miR-146a-5p
ENSMUSG00000041740	MIMAT0000165	0	0	0.92	0.66	0.66	0.95	0.91	0.66	0.71	Rnf10	mmu-miR-155-5p
ENSMUSG00000041762	MIMAT0000154	0	3	-0.62	-0.18	-0.35	-0.57	-0.58	-0.15	-0.32	Gpr155	mmu-miR-142a-5p
ENSMUSG00000041762	MIMAT0000158	0	0	-0.74	-0.88	-0.84	-0.74	-0.7	-0.83	-0.82	Gpr155	mmu-miR-146a-5p
ENSMUSG00000041762	MIMAT0000165	1	0	-0.69	-0.88	-0.84	-0.75	-0.72	-0.83	-0.82	Gpr155	mmu-miR-155-5p
ENSMUSG00000041763	MIMAT0000154	0	2	-0.59	0.1	-0.1	-0.58	-0.56	0.13	-0.06	Tpp2	mmu-miR-142a-5p
ENSMUSG00000041763	MIMAT0000158	0	0	-0.74	-0.67	-0.74	-0.72	-0.72	-0.6	-0.67	Tpp2	mmu-miR-146a-5p
ENSMUSG00000041763	MIMAT0000165	1	2	-0.82	-0.67	-0.74	-0.85	-0.85	-0.6	-0.67	Tpp2	mmu-miR-155-5p
ENSMUSG00000041765	MIMAT0000154	0	3	0.63	0.3	0.34	0.82	0.81	0.29	0.35	Ubac2	mmu-miR-142a-5p
ENSMUSG00000041765	MIMAT0000158	0	3	0.66	0.72	0.67	0.92	0.93	0.73	0.68	Ubac2	mmu-miR-146a-5p
ENSMUSG00000041765	MIMAT0000165	1	2	0.77	0.72	0.67	0.97	0.98	0.73	0.68	Ubac2	mmu-miR-155-5p
ENSMUSG00000041801	MIMAT0000154	0	0	0.7	-0.09	0.11	0.53	0.51	-0.12	0.09	Phlda3	mmu-miR-142a-5p
ENSMUSG00000041801	MIMAT0000158	0	0	0.78	0.62	0.67	0.73	0.69	0.58	0.57	Phlda3	mmu-miR-146a-5p
ENSMUSG00000041801	MIMAT0000165	1	0	0.84	0.62	0.67	0.78	0.77	0.58	0.57	Phlda3	mmu-miR-155-5p
ENSMUSG00000041836	MIMAT0000154	1	4	-0.39	-0.18	-0.35	-0.57	-0.58	-0.15	-0.32	Ptpre	mmu-miR-142a-5p
ENSMUSG00000041836	MIMAT0000158	0	4	-0.45	-0.88	-0.84	-0.74	-0.7	-0.83	-0.82	Ptpre	mmu-miR-146a-5p
ENSMUSG00000041836	MIMAT0000165	1	0	-0.53	-0.88	-0.84	-0.75	-0.72	-0.83	-0.82	Ptpre	mmu-miR-155-5p
ENSMUSG00000041859	MIMAT0000154	0	0	0.83	0.48	0.49	0.88	0.91	0.41	0.46	Mcm3	mmu-miR-142a-5p
ENSMUSG00000041859	MIMAT0000158	0	0	0.69	0.42	0.4	0.81	0.86	0.53	0.54	Mcm3	mmu-miR-146a-5p
ENSMUSG00000041859	MIMAT0000165	1	1	0.65	0.42	0.4	0.79	0.86	0.53	0.54	Mcm3	mmu-miR-155-5p
ENSMUSG00000041870	MIMAT0000154	0	0	0.71	0.3	0.34	0.82	0.81	0.29	0.35	Ankrd13a	mmu-miR-142a-5p
ENSMUSG00000041870	MIMAT0000158	0	3	0.83	0.72	0.67	0.92	0.93	0.73	0.68	Ankrd13a	mmu-miR-146a-5p
ENSMUSG00000041870	MIMAT0000165	0	0	0.95	0.72	0.67	0.97	0.98	0.73	0.68	Ankrd13a	mmu-miR-155-5p
ENSMUSG00000041912	MIMAT0000154	0	0	-0.37	0.11	0.01	-0.5	-0.55	0.13	0	Tdrkh	mmu-miR-142a-5p
ENSMUSG00000041912	MIMAT0000158	0	7	-0.74	-0.56	-0.6	-0.77	-0.74	-0.61	-0.72	Tdrkh	mmu-miR-146a-5p
ENSMUSG00000041912	MIMAT0000165	0	0	-0.77	-0.56	-0.6	-0.91	-0.92	-0.61	-0.72	Tdrkh	mmu-miR-155-5p
ENSMUSG00000041935	MIMAT0000154	0	3	-0.51	0.1	-0.1	-0.58	-0.56	0.13	-0.06	Rimoc1	mmu-miR-142a-5p
ENSMUSG00000041935	MIMAT0000158	0	4	-0.73	-0.67	-0.74	-0.72	-0.72	-0.6	-0.67	Rimoc1	mmu-miR-146a-5p
ENSMUSG00000041935	MIMAT0000165	1	2	-0.82	-0.67	-0.74	-0.85	-0.85	-0.6	-0.67	Rimoc1	mmu-miR-155-5p
ENSMUSG00000041959	MIMAT0000154	0	0	0.69	-0.09	0.12	0.55	0.58	0.04	0.25	S100a10	mmu-miR-142a-5p
ENSMUSG00000041959	MIMAT0000158	0	0	0.68	0.72	0.81	0.58	0.64	0.82	0.84	S100a10	mmu-miR-146a-5p
ENSMUSG00000041959	MIMAT0000165	1	0	0.88	0.72	0.81	0.72	0.72	0.82	0.84	S100a10	mmu-miR-155-5p
ENSMUSG00000041974	MIMAT0000154	0	0	0.3	-0.04	0.06	0.57	0.56	-0.08	0.05	Spidr	mmu-miR-142a-5p
ENSMUSG00000041974	MIMAT0000158	0	0	0.66	0.66	0.66	0.81	0.79	0.66	0.71	Spidr	mmu-miR-146a-5p
ENSMUSG00000041974	MIMAT0000165	0	0	0.77	0.66	0.66	0.95	0.91	0.66	0.71	Spidr	mmu-miR-155-5p
ENSMUSG00000042043	MIMAT0000154	0	0	0.75	0.32	0.57	0.78	0.75	0.41	0.64	Tbca	mmu-miR-142a-5p
ENSMUSG00000042043	MIMAT0000158	0	0	0.6	0.53	0.63	0.6	0.6	0.48	0.49	Tbca	mmu-miR-146a-5p
ENSMUSG00000042043	MIMAT0000165	1	5	0.6	0.53	0.63	0.66	0.6	0.48	0.49	Tbca	mmu-miR-155-5p
ENSMUSG00000042055	MIMAT0000154	0	0	-0.71	-0.09	-0.09	-0.62	-0.55	-0.03	-0.06	Wdr11	mmu-miR-142a-5p
ENSMUSG00000042055	MIMAT0000158	0	0	-0.8	-0.64	-0.63	-0.84	-0.81	-0.61	-0.63	Wdr11	mmu-miR-146a-5p
ENSMUSG00000042055	MIMAT0000165	1	0	-0.86	-0.64	-0.63	-0.94	-0.93	-0.61	-0.63	Wdr11	mmu-miR-155-5p
ENSMUSG00000042066	MIMAT0000154	0	2	0.45	0.12	0.06	0.49	0.51	0.04	0.02	Tmcc2	mmu-miR-142a-5p
ENSMUSG00000042066	MIMAT0000158	0	0	0.72	0.46	0.36	0.81	0.84	0.51	0.48	Tmcc2	mmu-miR-146a-5p
ENSMUSG00000042066	MIMAT0000165	1	0	0.91	0.46	0.36	0.86	0.88	0.51	0.48	Tmcc2	mmu-miR-155-5p
ENSMUSG00000042105	MIMAT0000154	0	0	-0.61	-0.09	-0.09	-0.62	-0.55	-0.03	-0.06	Inpp5f	mmu-miR-142a-5p
ENSMUSG00000042105	MIMAT0000158	0	0	-0.74	-0.64	-0.63	-0.84	-0.81	-0.61	-0.63	Inpp5f	mmu-miR-146a-5p
ENSMUSG00000042105	MIMAT0000165	1	0	-0.9	-0.64	-0.63	-0.94	-0.93	-0.61	-0.63	Inpp5f	mmu-miR-155-5p
ENSMUSG00000042116	MIMAT0000154	0	0	0.71	0.3	0.34	0.82	0.81	0.29	0.35	Vwa1	mmu-miR-142a-5p
ENSMUSG00000042116	MIMAT0000158	0	0	0.87	0.72	0.67	0.92	0.93	0.73	0.68	Vwa1	mmu-miR-146a-5p
ENSMUSG00000042116	MIMAT0000165	1	1	0.96	0.72	0.67	0.97	0.98	0.73	0.68	Vwa1	mmu-miR-155-5p
ENSMUSG00000042129	MIMAT0000154	0	0	0.28	0.25	0.02	-0.01	0.05	0.22	-0.05	Rassf4	mmu-miR-142a-5p
ENSMUSG00000042129	MIMAT0000158	0	0	0.32	-0.17	-0.2	-0.1	0.02	-0.15	-0.14	Rassf4	mmu-miR-146a-5p
ENSMUSG00000042129	MIMAT0000165	1	0	0.26	-0.17	-0.2	-0.11	0	-0.15	-0.14	Rassf4	mmu-miR-155-5p
ENSMUSG00000042133	MIMAT0000154	0	4	-0.59	0.1	-0.1	-0.58	-0.56	0.13	-0.06	Ppig	mmu-miR-142a-5p
ENSMUSG00000042133	MIMAT0000158	0	0	-0.65	-0.67	-0.74	-0.72	-0.72	-0.6	-0.67	Ppig	mmu-miR-146a-5p
ENSMUSG00000042133	MIMAT0000165	0	5	-0.83	-0.67	-0.74	-0.85	-0.85	-0.6	-0.67	Ppig	mmu-miR-155-5p
ENSMUSG00000042190	MIMAT0000154	0	0	0.8	0.36	0.21	0.64	0.6	0.43	0.24	Cmklr1	mmu-miR-142a-5p
ENSMUSG00000042190	MIMAT0000158	0	0	0.84	0.34	0.28	0.7	0.67	0.29	0.24	Cmklr1	mmu-miR-146a-5p
ENSMUSG00000042190	MIMAT0000165	1	0	0.75	0.34	0.28	0.75	0.67	0.29	0.24	Cmklr1	mmu-miR-155-5p
ENSMUSG00000042197	MIMAT0000154	1	3	-0.23	0.1	-0.1	-0.58	-0.56	0.13	-0.06	Zfp451	mmu-miR-142a-5p
ENSMUSG00000042197	MIMAT0000158	0	4	-0.45	-0.67	-0.74	-0.72	-0.72	-0.6	-0.67	Zfp451	mmu-miR-146a-5p
ENSMUSG00000042197	MIMAT0000165	0	0	-0.64	-0.67	-0.74	-0.85	-0.85	-0.6	-0.67	Zfp451	mmu-miR-155-5p
ENSMUSG00000042202	MIMAT0000154	0	0	-0.31	0.35	0.11	-0.26	-0.21	0.42	0.22	Slc35e2	mmu-miR-142a-5p
ENSMUSG00000042202	MIMAT0000158	0	2	-0.27	-0.46	-0.69	-0.31	-0.36	-0.48	-0.66	Slc35e2	mmu-miR-146a-5p
ENSMUSG00000042202	MIMAT0000165	1	2	-0.38	-0.46	-0.69	-0.53	-0.61	-0.48	-0.66	Slc35e2	mmu-miR-155-5p
ENSMUSG00000042203	MIMAT0000154	0	0	0.64	-0.16	-0.04	0.59	0.63	-0.09	-0.03	Tbc1d22b	mmu-miR-142a-5p
ENSMUSG00000042203	MIMAT0000158	0	0	0.73	0.53	0.65	0.7	0.69	0.55	0.66	Tbc1d22b	mmu-miR-146a-5p
ENSMUSG00000042203	MIMAT0000165	1	3	0.79	0.53	0.65	0.87	0.87	0.55	0.66	Tbc1d22b	mmu-miR-155-5p
ENSMUSG00000042210	MIMAT0000154	0	0	0.26	-0.04	0.06	0.57	0.56	-0.08	0.05	Abhd14a	mmu-miR-142a-5p
ENSMUSG00000042210	MIMAT0000158	0	0	0.47	0.66	0.66	0.81	0.79	0.66	0.71	Abhd14a	mmu-miR-146a-5p
ENSMUSG00000042210	MIMAT0000165	1	0	0.72	0.66	0.66	0.95	0.91	0.66	0.71	Abhd14a	mmu-miR-155-5p
ENSMUSG00000042211	MIMAT0000154	1	4	-0.26	0.11	0.01	-0.5	-0.55	0.13	0	Fbxo38	mmu-miR-142a-5p
ENSMUSG00000042211	MIMAT0000158	0	6	-0.58	-0.56	-0.6	-0.77	-0.74	-0.61	-0.72	Fbxo38	mmu-miR-146a-5p
ENSMUSG00000042211	MIMAT0000165	0	0	-0.68	-0.56	-0.6	-0.91	-0.92	-0.61	-0.72	Fbxo38	mmu-miR-155-5p
ENSMUSG00000042216	MIMAT0000154	0	0	-0.15	0.29	0.09	-0.02	0.06	0.32	0.19	Sgsm1	mmu-miR-142a-5p
ENSMUSG00000042216	MIMAT0000158	0	0	0.01	-0.35	-0.48	-0.04	-0.04	-0.22	-0.34	Sgsm1	mmu-miR-146a-5p
ENSMUSG00000042216	MIMAT0000165	0	0	-0.11	-0.35	-0.48	-0.25	-0.24	-0.22	-0.34	Sgsm1	mmu-miR-155-5p
ENSMUSG00000042271	MIMAT0000154	0	5	-0.38	-0.09	-0.09	-0.62	-0.55	-0.03	-0.06	Nxt2	mmu-miR-142a-5p
ENSMUSG00000042271	MIMAT0000158	0	0	-0.7	-0.64	-0.63	-0.84	-0.81	-0.61	-0.63	Nxt2	mmu-miR-146a-5p
ENSMUSG00000042271	MIMAT0000165	0	0	-0.77	-0.64	-0.63	-0.94	-0.93	-0.61	-0.63	Nxt2	mmu-miR-155-5p
ENSMUSG00000042272	MIMAT0000154	0	3	-0.5	0.11	0.01	-0.5	-0.55	0.13	0	Sestd1	mmu-miR-142a-5p
ENSMUSG00000042272	MIMAT0000158	0	0	-0.72	-0.56	-0.6	-0.77	-0.74	-0.61	-0.72	Sestd1	mmu-miR-146a-5p
ENSMUSG00000042272	MIMAT0000165	1	0	-0.95	-0.56	-0.6	-0.91	-0.92	-0.61	-0.72	Sestd1	mmu-miR-155-5p
ENSMUSG00000042284	MIMAT0000154	0	0	0.03	0.11	0.01	-0.5	-0.55	0.13	0	Itga1	mmu-miR-142a-5p
ENSMUSG00000042284	MIMAT0000158	0	3	-0.35	-0.56	-0.6	-0.77	-0.74	-0.61	-0.72	Itga1	mmu-miR-146a-5p
ENSMUSG00000042284	MIMAT0000165	1	1	-0.5	-0.56	-0.6	-0.91	-0.92	-0.61	-0.72	Itga1	mmu-miR-155-5p
ENSMUSG00000042312	MIMAT0000154	0	0	0.71	-0.09	0.11	0.53	0.51	-0.12	0.09	S100a13	mmu-miR-142a-5p
ENSMUSG00000042312	MIMAT0000158	0	0	0.73	0.62	0.67	0.73	0.69	0.58	0.57	S100a13	mmu-miR-146a-5p
ENSMUSG00000042312	MIMAT0000165	1	0	0.76	0.62	0.67	0.78	0.77	0.58	0.57	S100a13	mmu-miR-155-5p
ENSMUSG00000042328	MIMAT0000154	0	0	0.75	0.3	0.34	0.82	0.81	0.29	0.35	Hps4	mmu-miR-142a-5p
ENSMUSG00000042328	MIMAT0000158	0	0	0.93	0.72	0.67	0.92	0.93	0.73	0.68	Hps4	mmu-miR-146a-5p
ENSMUSG00000042328	MIMAT0000165	0	0	0.89	0.72	0.67	0.97	0.98	0.73	0.68	Hps4	mmu-miR-155-5p
ENSMUSG00000042388	MIMAT0000154	0	0	0.18	-0.04	0.06	0.57	0.56	-0.08	0.05	Dlgap3	mmu-miR-142a-5p
ENSMUSG00000042388	MIMAT0000158	0	0	0.54	0.66	0.66	0.81	0.79	0.66	0.71	Dlgap3	mmu-miR-146a-5p
ENSMUSG00000042388	MIMAT0000165	1	0	0.68	0.66	0.66	0.95	0.91	0.66	0.71	Dlgap3	mmu-miR-155-5p
ENSMUSG00000042423	MIMAT0000154	0	0	0.79	0.3	0.34	0.82	0.81	0.29	0.35	Fbrs	mmu-miR-142a-5p
ENSMUSG00000042423	MIMAT0000158	0	4	0.86	0.72	0.67	0.92	0.93	0.73	0.68	Fbrs	mmu-miR-146a-5p
ENSMUSG00000042423	MIMAT0000165	1	0	0.86	0.72	0.67	0.97	0.98	0.73	0.68	Fbrs	mmu-miR-155-5p
ENSMUSG00000042428	MIMAT0000154	0	0	0.44	-0.19	0.06	0.46	0.34	-0.33	-0.1	Mgat3	mmu-miR-142a-5p
ENSMUSG00000042428	MIMAT0000158	0	2	0.64	0.66	0.75	0.6	0.53	0.57	0.71	Mgat3	mmu-miR-146a-5p
ENSMUSG00000042428	MIMAT0000165	1	0	0.81	0.66	0.75	0.76	0.69	0.57	0.71	Mgat3	mmu-miR-155-5p
ENSMUSG00000042446	MIMAT0000154	0	0	-0.57	0.1	-0.1	-0.58	-0.56	0.13	-0.06	Zmym4	mmu-miR-142a-5p
ENSMUSG00000042446	MIMAT0000158	1	1	-0.71	-0.67	-0.74	-0.72	-0.72	-0.6	-0.67	Zmym4	mmu-miR-146a-5p
ENSMUSG00000042446	MIMAT0000165	1	1	-0.91	-0.67	-0.74	-0.85	-0.85	-0.6	-0.67	Zmym4	mmu-miR-155-5p
ENSMUSG00000042460	MIMAT0000154	0	0	-0.4	0.1	-0.1	-0.58	-0.56	0.13	-0.06	C1galt1	mmu-miR-142a-5p
ENSMUSG00000042460	MIMAT0000158	0	0	-0.51	-0.67	-0.74	-0.72	-0.72	-0.6	-0.67	C1galt1	mmu-miR-146a-5p
ENSMUSG00000042460	MIMAT0000165	1	2	-0.71	-0.67	-0.74	-0.85	-0.85	-0.6	-0.67	C1galt1	mmu-miR-155-5p
